titulo,url,ano,fecha,hora,twitter,tags
La propiedad intelectual en el parlamento europeo,http://lapinatafrikie.blogspot.com/2009/01/la-propiedad-intelectual-en-el.html,2009,01-23,22:44,@dmaeztu,#LPF #noticias #youtube
Témpano aborrece... Gran Hermano,http://lapinatafrikie.blogspot.com/2009/01/tmpano-aborrece-gran-hermano.html,2009,01-23,15:19,@Pemtano,#LPF #Miscelanea #Tempanoaborrece
Tempano recomienda... Wario: shake it!,http://lapinatafrikie.blogspot.com/2009/01/wario-shake-it-vuelta-al-2d.html,2009,01-22,16:21,@Pemtano,#LPF #Nintendo #Tempanorecomienda #Videojuegos #Wii
Kakurenbo,http://lapinatafrikie.blogspot.com/2009/01/kakurenbo.html,2009,01-22,12:14,@HerceJaime,#LPF #JimoOoRecomienda
Amenophis recomienda... ¡Scrubs!,http://lapinatafrikie.blogspot.com/2009/01/amenophis-recomienda-scrubs.html,2009,01-21,18:28,@dmaeztu,#LPF #Amenophisrecomienda #series
Mad Men,http://lapinatafrikie.blogspot.com/2009/01/mad-men.html,2009,01-20,13:10,@HerceJaime,#LPF #JimoOoRecomienda
La evolución Geek,http://lapinatafrikie.blogspot.com/2009/01/la-evolucin-geek.html,2009,01-19,23:45,@ArkaitzCP,#LPF #Humor
Emos Venezolanos vs Punks y Darks vs Policía vs Hares,http://lapinatafrikie.blogspot.com/2009/01/emos-venezolanos-vs-punks-y-darks-vs.html,2009,01-19,23:14,@ArkaitzCP,#LPF #Cultura #youtube
Aquellos años freaks: Lego,http://lapinatafrikie.blogspot.com/2009/01/aquellos-aos-freaks-lego.html,2009,01-19,23:00,@ArkaitzCP,#LPF #Ciencia #Nostalgia
Caroline,http://lapinatafrikie.blogspot.com/2009/01/caroline.html,2009,01-19,21:57,@ArkaitzCP,#LPF #Trailers
"David Bravo ""Bueno""",http://lapinatafrikie.blogspot.com/2009/01/david-bravo-bueno.html,2009,01-19,19:40,@ArkaitzCP,#LPF #Tecnología
Ministerio de Cultura y la frase del mes,http://lapinatafrikie.blogspot.com/2009/01/ministerio-de-cultura-y-la-frase-del.html,2009,01-19,18:19,@Pemtano,#LPF #Humor #noticias
if you don't move...,http://lapinatafrikie.blogspot.com/2009/01/if-you-dont-move.html,2009,01-18,12:39,@HerceJaime,#LPF #Publicidad
Tempano recomienda... The Office,http://lapinatafrikie.blogspot.com/2009/01/office-desternillante.html,2009,01-17,15:48,@Pemtano,#LPF #Humor #series #Tempanorecomienda
"Heroes, parodia",http://lapinatafrikie.blogspot.com/2009/01/heroes-parodia.html,2009,01-17,15:17,@HerceJaime,#LPF #Videoscuriosos #youtube
La evolución de las máquinas,http://lapinatafrikie.blogspot.com/2009/01/la-evolucin-de-las-mquinas.html,2009,01-17,13:18,@Pemtano,#LPF #Tecnología #Videoscuriosos #youtube
The Black Hole,http://lapinatafrikie.blogspot.com/2009/01/black-hole.html,2009,01-16,14:44,@ArkaitzCP,#LPF #youtube
Will Smith vs Er Fary,http://lapinatafrikie.blogspot.com/2009/01/will-smith-vs-er-fary.html,2009,01-15,00:35,@ArkaitzCP,#LPF #Videoscuriosos
"Prince of Persia, quizás el mejor",http://lapinatafrikie.blogspot.com/2009/01/prince-of-persia-quizs-el-mejor.html,2009,01-14,20:43,@Pemtano,#LPF #Consolas #Videojuegos #Xbox360
Argentinos Otakus,http://lapinatafrikie.blogspot.com/2009/01/argentinos-otakus.html,2009,01-13,13:06,@ArkaitzCP,#LPF #frikies #Japon #youtube
Mario real,http://lapinatafrikie.blogspot.com/2009/01/mario-real.html,2009,01-13,12:55,@ArkaitzCP,#LPF #Japon #Videoscuriosos
Barney sucumbe al lado oscuro,http://lapinatafrikie.blogspot.com/2009/01/barney-sucumbe-al-lado-oscuro.html,2009,01-12,23:04,@ArkaitzCP,#LPF #series #youtube
"JOHN ADAMS, miniserie",http://lapinatafrikie.blogspot.com/2009/01/john-adams-miniserie.html,2009,01-12,16:36,@HerceJaime,#LPF #JimoOoRecomienda
Ciencia y Publicidad,http://lapinatafrikie.blogspot.com/2009/01/ciencia-y-publicidad.html,2009,01-10,23:06,@ArkaitzCP,#LPF #Ciencia #Publicidad
Historia rápida de las consolas,http://lapinatafrikie.blogspot.com/2009/01/historia-rpida-de-las-consolas.html,2009,01-09,18:01,@dmaeztu,#LPF #Tecnología #Videojuegos
Trailer de Watchmen en español,http://lapinatafrikie.blogspot.com/2009/01/trailer-de-watchmen-en-espaol.html,2009,01-09,17:14,@Pemtano,#LPF #Películas #Trailers
More Cowbell!,http://lapinatafrikie.blogspot.com/2009/01/more-cowbell.html,2009,01-09,00:26,@HerceJaime,#LPF #Videoscuriosos
El armario,http://lapinatafrikie.blogspot.com/2009/01/el-armario.html,2009,01-07,23:01,@dmaeztu,#LPF #Publicidad #youtube
"Keynote de Apple 06/01/09, decepcionante",http://lapinatafrikie.blogspot.com/2009/01/keynote-de-apple-060109-decepcionante.html,2009,01-06,19:47,@Pemtano,#LPF #Apple #noticias #Tecnología
Destroy all Humans para Wii,http://lapinatafrikie.blogspot.com/2009/01/destroy-all-humans-para-wii.html,2009,01-06,17:48,@HerceJaime,#LPF
6 euros por... Australia,http://lapinatafrikie.blogspot.com/2009/01/6-euros-por-australia.html,2009,01-06,01:18,@ArkaitzCP,#LPF #6eurospor #ABra'taclemola
Y la gráfica que faltaba,http://lapinatafrikie.blogspot.com/2009/01/y-la-grfica-que-faltaba.html,2009,01-05,14:25,@dmaeztu,#LPF #Publicidad
Mac Vs PC en Navidad,http://lapinatafrikie.blogspot.com/2009/01/buscaba-una-grfica-graciosa-que-v-en.html,2009,01-05,13:17,@dmaeztu,#LPF #Publicidad #Tecnología #youtube
Beorn y los beórnidas,http://lapinatafrikie.blogspot.com/2009/01/beorn-y-los-bernidas.html,2009,01-03,16:30,@dmaeztu,#LPF #Fantasía-épica #Literatura
Feliz 2009,http://lapinatafrikie.blogspot.com/2009/01/feliz-2009.html,2009,01-01,18:38,@ArkaitzCP,#LPF #blogger
El decálogo REAL del P2P,http://lapinatafrikie.blogspot.com/2008/12/el-declogo-real-del-p2p.html,2008,12-30,15:32,@ArkaitzCP,#LPF #noticias #Tecnología
"E-girl, ¿y qué más?",http://lapinatafrikie.blogspot.com/2008/12/e-girl-y-qu-ms.html,2008,12-30,15:12,@ArkaitzCP,#LPF #Tecnología #Videojuegos
Christopher walken... y sus metodos de ligar,http://lapinatafrikie.blogspot.com/2008/12/christopher-walkeny-sus-metodos-de.html,2008,12-29,23:17,@HerceJaime,#LPF #Humor #Videoscuriosos
¿Y si...,http://lapinatafrikie.blogspot.com/2008/12/y-si.html,2008,12-29,22:31,@ArkaitzCP,#LPF #Ciencia #Películas #youtube
Malos tiempos para los videojuegos,http://lapinatafrikie.blogspot.com/2008/12/malos-tiempos-para-los-videojuegos.html,2008,12-28,16:46,@Pemtano,#LPF #Consolas #noticias #PC #Videojuegos
6 euros por... The Spirit,http://lapinatafrikie.blogspot.com/2008/12/6-euros-por-spirit.html,2008,12-28,15:34,@ArkaitzCP,#LPF #6eurospor #Películas
"¡Zorionak, Grisom!",http://lapinatafrikie.blogspot.com/2008/12/zorionak-grisom.html,2008,12-25,20:04,@ArkaitzCP,#LPF #Videoscuriosos
Como preparar la cena de Navidad,http://lapinatafrikie.blogspot.com/2008/12/como-preparar-la-cena-de-navidad.html,2008,12-24,17:21,@ArkaitzCP,#LPF #blogger #Humor #Videoscuriosos
Mac Vs PC,http://lapinatafrikie.blogspot.com/2008/12/mac-vs-pc.html,2008,12-24,11:00,@dmaeztu,#LPF #Tecnología #Videoscuriosos #youtube
Quien coincide y quien no en El Hobbit (la película),http://lapinatafrikie.blogspot.com/2008/12/quien-coincide-y-quien-no-en-el-hobbit.html,2008,12-23,16:45,@dmaeztu,#LPF #Fantasía-épica #noticias #Películas
La piratería es un delito,http://lapinatafrikie.blogspot.com/2008/12/la-piratera-es-un-delito.html,2008,12-23,11:19,@ArkaitzCP,#LPF #Humor #youtube
Donkey Kong Country de SNES,http://lapinatafrikie.blogspot.com/2008/12/donkey-kong-country-de-snes.html,2008,12-22,21:56,@Pemtano,#LPF #16bits #Nintendo #Nostalgia #Videojuegos
Ese mundo .GIF,http://lapinatafrikie.blogspot.com/2008/12/ese-mundo-gif.html,2008,12-22,15:32,@ArkaitzCP,#LPF #GIF
A Bra'tac le mola... Maus,http://lapinatafrikie.blogspot.com/2008/12/bratac-le-mola-maus.html,2008,12-21,20:29,@ArkaitzCP,#LPF #ABra'taclemola #Comics #Literatura
"Gears of War 2, mas y mejor",http://lapinatafrikie.blogspot.com/2008/12/gears-of-war-2-mas-y-mejor.html,2008,12-17,23:07,@Pemtano,#LPF #Videojuegos #Xbox360
Stargate Universe ya tiene protagonista,http://lapinatafrikie.blogspot.com/2008/12/stargate-universe-ya-tiene-protagonista.html,2008,12-17,21:56,@ArkaitzCP,#LPF #noticias #series
"X-Men Origins: Wolverine, trailer",http://lapinatafrikie.blogspot.com/2008/12/x-men-origins-wolverine-trailer.html,2008,12-17,00:18,@Pemtano,#LPF #Películas #Trailers
Resfrescar y postear,http://lapinatafrikie.blogspot.com/2008/12/resfrescar-y-postear.html,2008,12-14,20:33,@ArkaitzCP,#LPF #frikies #Tecnología #Videoscuriosos
Adoctrinando niños,http://lapinatafrikie.blogspot.com/2008/12/adoctrinando-nios.html,2008,12-12,15:35,@dmaeztu,#LPF #noticias
Buzz Hollywood! vs. Scene it!,http://lapinatafrikie.blogspot.com/2008/12/buzz-hollywood-vs-scene-it.html,2008,12-12,11:54,@Pemtano,#LPF #Playstation2 #Videojuegos #Xbox360
Trailer de Terminator Salvation,http://lapinatafrikie.blogspot.com/2008/12/trailer-de-terminator-salvation.html,2008,12-10,23:07,@Pemtano,#LPF #Películas #Trailers
conoce a Natalie Portman,http://lapinatafrikie.blogspot.com/2008/12/conoce-natlie-portman.html,2008,12-10,17:08,@HerceJaime,#LPF #Descubrea #Videoscuriosos
Monstruos contra Alienigenas,http://lapinatafrikie.blogspot.com/2008/12/monstruos-contra-alienigenas.html,2008,12-10,17:00,@HerceJaime,#LPF #Trailers
Reloj molón,http://lapinatafrikie.blogspot.com/2008/12/reloj-moln.html,2008,12-10,00:13,@ArkaitzCP,#LPF #Ciencia #frikies #Humor #Tecnología
Formas de atarse una zapatilla,http://lapinatafrikie.blogspot.com/2008/12/formas-de-atarse-una-zapatilla.html,2008,12-09,19:36,@Pemtano,#LPF #Miscelanea
Bra'tac estuvo en... Polonia,http://lapinatafrikie.blogspot.com/2008/12/bratac-estuvo-en-polonia.html,2008,12-09,00:33,@ArkaitzCP,#LPF #Viajes
Lo que desayuno por la mañana,http://lapinatafrikie.blogspot.com/2008/12/lo-que-desayuno-por-la-maana.html,2008,12-06,12:49,@Pemtano,#LPF #Humor #Videojuegos
Témpano abre nuevo blog,http://lapinatafrikie.blogspot.com/2008/12/tmpano-abre-nuevo-blog.html,2008,12-05,13:56,@Pemtano,#LPF #Miscelanea #noticias
Xbox 360 o como renovarse II,http://lapinatafrikie.blogspot.com/2008/12/xbox-360-o-como-renovarse-ii.html,2008,12-04,23:27,@Pemtano,#LPF #Consolas #Miscelanea
¿Donde muere un rio de sangre?,http://lapinatafrikie.blogspot.com/2008/12/donde-muere-un-rio-de-sangre.html,2008,12-03,15:29,@Pemtano,#LPF #noticias
La $GA€ da un paso mas,http://lapinatafrikie.blogspot.com/2008/12/la-gada-un-paso-mas.html,2008,12-01,16:34,@Pemtano,#LPF #noticias
Papa molón,http://lapinatafrikie.blogspot.com/2008/12/papa-moln.html,2008,12-01,16:18,@dmaeztu,#LPF #Arte #frikies
Las tres espadas de Gondolin,http://lapinatafrikie.blogspot.com/2008/12/las-tres-espadas-de-gondolin.html,2008,12-01,15:58,@dmaeztu,#LPF #Fantasía-épica #Literatura
Black Mesa ya tiene trailer,http://lapinatafrikie.blogspot.com/2008/12/black-mesa-ya-tiene-trailer.html,2008,12-01,14:34,@Pemtano,#LPF #PC #Trailers #Videojuegos
Xbox 360 o como renovarse I,http://lapinatafrikie.blogspot.com/2008/11/xbox-360-o-como-renovarse-i.html,2008,11-30,12:22,@Pemtano,#LPF #Consolas #Miscelanea #Videojuegos
Casual gamer / Hardcore gamer,http://lapinatafrikie.blogspot.com/2008/11/casual-gamer-hardcore-gamer.html,2008,11-29,16:03,@Pemtano,#LPF #Consolas #Miscelanea
Nintendo y su nuevo mercado,http://lapinatafrikie.blogspot.com/2008/11/nintendo-y-su-nuevo-mercado.html,2008,11-29,15:36,@Pemtano,#LPF #Consolas #Miscelanea #Videojuegos
Premio Symbelmine,http://lapinatafrikie.blogspot.com/2008/11/premio-symbelmine.html,2008,11-28,21:21,@ArkaitzCP,#LPF #blogger
Poster de Terminator Salvation,http://lapinatafrikie.blogspot.com/2008/11/poster-de-terminator-salvation.html,2008,11-26,14:23,@Pemtano,#LPF #Películas #Posters
Simplemente LOL,http://lapinatafrikie.blogspot.com/2008/11/simplemente-lol.html,2008,11-25,23:05,@ArkaitzCP,#LPF #Humor
Legalidad de flashcarts,http://lapinatafrikie.blogspot.com/2008/11/legalidad-de-flashcarts.html,2008,11-25,15:33,@Pemtano,#LPF #Consolas #noticias
Prison Break acaba finalmente,http://lapinatafrikie.blogspot.com/2008/11/prison-break-acaba-finalmente.html,2008,11-24,20:02,@Pemtano,#LPF #noticias #series
3ª Temporada de The IT Crowd,http://lapinatafrikie.blogspot.com/2008/11/3-temporada-de-it-crowd.html,2008,11-24,12:33,@ArkaitzCP,#LPF #Humor #noticias #series
Lost ya está más cerca,http://lapinatafrikie.blogspot.com/2008/11/lost-ya-est-ms-cerca.html,2008,11-24,12:22,@ArkaitzCP,#LPF #noticias #Posters #series
Los Chocobo,http://lapinatafrikie.blogspot.com/2008/11/los-chocobo.html,2008,11-23,15:42,@dmaeztu,#LPF #Videojuegos
Nuevo trailer de Ice Age 3,http://lapinatafrikie.blogspot.com/2008/11/nuevo-trailer-de-ice-age-3.html,2008,11-21,19:52,@Pemtano,#LPF #Películas #Trailers
El árbol genealógico de Fry,http://lapinatafrikie.blogspot.com/2008/11/el-rbol-genealgico-de-fry.html,2008,11-20,16:55,@ArkaitzCP,#LPF #series
Novedades de Watchmen,http://lapinatafrikie.blogspot.com/2008/11/novedades-de-watchmen.html,2008,11-20,16:25,@ArkaitzCP,#LPF #noticias #Películas #Posters #Trailers
"eBay, es barato por algo",http://lapinatafrikie.blogspot.com/2008/11/ebay-es-barato-por-algo.html,2008,11-20,13:44,@ArkaitzCP,#LPF #Consolas #Humor #Nintendo
La nueva NEX de Xbox 360,http://lapinatafrikie.blogspot.com/2008/11/la-nueva-nex-de-xbox-360.html,2008,11-19,18:10,@Pemtano,#LPF #Consolas #Xbox360
Otro chiste más de Emos,http://lapinatafrikie.blogspot.com/2008/11/otro-chiste-ms-de-emos.html,2008,11-17,11:04,@dmaeztu,#LPF #Humor
Máquina que fabrica sangre,http://lapinatafrikie.blogspot.com/2008/11/mquina-que-fabrica-sangre.html,2008,11-15,16:10,@ArkaitzCP,#LPF #Ciencia #noticias
"Visita al ""enviado especial en Bruselas"" Bra'tac",http://lapinatafrikie.blogspot.com/2008/11/visita-al-enviado-especial-en-bruselas.html,2008,11-13,20:27,@dmaeztu,#LPF #blogger #Miscelanea
El cuento de las imitaciones y asesinatos,http://lapinatafrikie.blogspot.com/2008/11/el-cuento-de-las-imitaciones-y.html,2008,11-13,11:21,@ArkaitzCP,#LPF #noticias #series
"Doom 3, evolucion",http://lapinatafrikie.blogspot.com/2008/11/doom-3-evolucion.html,2008,11-09,23:52,@Pemtano,#LPF #ST:Shoot'emup #Videojuegos
"Crysis, sacrificando duracion por graficos",http://lapinatafrikie.blogspot.com/2008/11/crysis-sacrificando-duracion-por.html,2008,11-09,23:12,@Pemtano,#LPF #ST:Shoot'emup #Videojuegos
"Alien vs Predator, los origenes",http://lapinatafrikie.blogspot.com/2008/11/alien-vs-predator-los-origenes.html,2008,11-09,22:23,@Pemtano,#LPF #ST:Shoot'emup #Videojuegos
"Shadow Warrior, haciendo el chino",http://lapinatafrikie.blogspot.com/2008/11/shadow-warrior-haciendo-el-chino.html,2008,11-09,21:41,@Pemtano,#LPF #ST:Shoot'emup #Videojuegos
"Hexen, deme dos por favor",http://lapinatafrikie.blogspot.com/2008/11/hexen-deme-dos-por-favor.html,2008,11-09,19:20,@Pemtano,#LPF #ST:Shoot'emup #Videojuegos
"P.R.E.Y., años en un cajon",http://lapinatafrikie.blogspot.com/2008/11/prey-aos-en-un-cajon.html,2008,11-09,19:03,@Pemtano,#LPF #ST:Shoot'emup #Videojuegos
"Doom II, Hell on Death",http://lapinatafrikie.blogspot.com/2008/11/doom-ii-hell-on-death.html,2008,11-09,16:49,@ArkaitzCP,#LPF #ST:Shoot'emup #Videojuegos
"Blood, uno menos conocido",http://lapinatafrikie.blogspot.com/2008/11/blood-uno-menos-conocido.html,2008,11-09,16:39,@Pemtano,#LPF #ST:Shoot'emup #Videojuegos
"Duke Nukem 3D, un mito",http://lapinatafrikie.blogspot.com/2008/11/duke-nukem-3d-un-mito.html,2008,11-09,15:59,@Pemtano,#LPF #ST:Shoot'emup #Videojuegos
F.E.A.R.,http://lapinatafrikie.blogspot.com/2008/11/fear.html,2008,11-08,18:49,@Pemtano,#LPF #ST:Shoot'emup #Videojuegos
"Quake 4, lo mejor y peor",http://lapinatafrikie.blogspot.com/2008/11/quake-4-lo-mejor-y-peor.html,2008,11-08,18:32,@Pemtano,#LPF #ST:Shoot'emup #Videojuegos
"Quake III, el multijugador",http://lapinatafrikie.blogspot.com/2008/11/quake-iii-el-multijugador.html,2008,11-08,18:26,@Pemtano,#LPF #ST:Shoot'emup #Videojuegos
Halo 3,http://lapinatafrikie.blogspot.com/2008/11/halo-3.html,2008,11-08,18:01,@HerceJaime,#LPF #ST:Shoot'emup
Call Of Duty,http://lapinatafrikie.blogspot.com/2008/11/call-of-duty.html,2008,11-07,17:45,@HerceJaime,#LPF #ST:Shoot'emup
Piedra vs iPhone,http://lapinatafrikie.blogspot.com/2008/11/piedra-vs-iphone.html,2008,11-07,17:09,@ArkaitzCP,#LPF #Apple #Humor
"Quake II, vuelta de tuerca",http://lapinatafrikie.blogspot.com/2008/11/quake-ii-vuelta-de-tuerca.html,2008,11-06,22:53,@Pemtano,#LPF #ST:Shoot'emup #Videojuegos
"Quake, el origen de una saga",http://lapinatafrikie.blogspot.com/2008/11/quake-el-origen-de-una-saga.html,2008,11-06,22:41,@Pemtano,#LPF #ST:Shoot'emup #Videojuegos
Muere Michael Crichton,http://lapinatafrikie.blogspot.com/2008/11/muere-michael-crichton.html,2008,11-06,13:41,@ArkaitzCP,#LPF #Homenaje #Literatura #Películas #series
Doom,http://lapinatafrikie.blogspot.com/2008/11/doom.html,2008,11-06,13:14,@ArkaitzCP,#LPF #Nostalgia #ST:Shoot'emup #Videojuegos
Half-Life: El origen,http://lapinatafrikie.blogspot.com/2008/11/half-life-el-origen.html,2008,11-05,22:44,@dmaeztu,#LPF #ST:Shoot'emup #Videojuegos
Turok - Xbox 360,http://lapinatafrikie.blogspot.com/2008/11/turok-xbox-360.html,2008,11-05,14:20,@Pemtano,#LPF #ST:Shoot'emup #Videojuegos
Turok: Shadow of Oblivion / Evolution,http://lapinatafrikie.blogspot.com/2008/11/turok-shadow-of-oblivion-evolution.html,2008,11-04,22:59,@Pemtano,#LPF #ST:Shoot'emup #Videojuegos
Time Crisis,http://lapinatafrikie.blogspot.com/2008/11/time-crisis.html,2008,11-04,16:22,@HerceJaime,#LPF #ST:Shoot'emup
Turok 2: Seeds of evil,http://lapinatafrikie.blogspot.com/2008/11/turok-2-seeds-of-evil.html,2008,11-04,14:54,@Pemtano,#LPF #ST:Shoot'emup #Videojuegos
"Turok, Dinosaur hunter",http://lapinatafrikie.blogspot.com/2008/11/turok-dinosaur-hunter.html,2008,11-03,21:14,@Pemtano,#LPF #ST:Shoot'emup #Videojuegos
"Wolfentein, el inicio",http://lapinatafrikie.blogspot.com/2008/11/wolfentein-el-inicio.html,2008,11-03,14:10,@Pemtano,#LPF #ST:Shoot'emup
Semana tematica de Shoot'em up,http://lapinatafrikie.blogspot.com/2008/11/semana-tematica-de-shootem-up.html,2008,11-03,00:01,@Pemtano,#LPF #ST:Shoot'emup
"Gears of War, los Locust - 2ª parte",http://lapinatafrikie.blogspot.com/2008/11/gears-of-war-los-locust-1-parte_02.html,2008,11-02,17:35,@Pemtano,#LPF #Miscelanea #ST:Shoot'emup #Videojuegos
"Gears of War, los Locust - 1ª parte",http://lapinatafrikie.blogspot.com/2008/11/gears-of-war-los-locust-1-parte.html,2008,11-02,11:23,@Pemtano,#LPF #Miscelanea #ST:Shoot'emup #Videojuegos
"Gears of War, El dia de emergencia",http://lapinatafrikie.blogspot.com/2008/11/gears-of-war-el-dia-de-emergencia.html,2008,11-01,22:24,@Pemtano,#LPF #Miscelanea #ST:Shoot'emup #Videojuegos
"Gears of War, la guerra del Péndulo",http://lapinatafrikie.blogspot.com/2008/11/gears-of-war-la-guerra-del-pndulo.html,2008,11-01,18:35,@Pemtano,#LPF #Miscelanea #ST:Shoot'emup #Videojuegos
"Gears of War 2, the last days",http://lapinatafrikie.blogspot.com/2008/11/gears-of-war-2-last-days.html,2008,11-01,18:01,@Pemtano,#LPF #Consolas #ST:Shoot'emup #Videojuegos
"Mirror's Edge, primer contacto",http://lapinatafrikie.blogspot.com/2008/11/mirrors-edge-primer-contacto.html,2008,11-01,14:45,@Pemtano,#LPF #Consolas #Videojuegos
Halloween,http://lapinatafrikie.blogspot.com/2008/10/halloween.html,2008,10-31,15:54,@ArkaitzCP,#LPF #Videoscuriosos
"Crónica de un atentado, vivido desde dentro",http://lapinatafrikie.blogspot.com/2008/10/crnica-de-un-atentado-vivido-desde.html,2008,10-30,23:59,@HerceJaime,#LPF #JimoOoRecomienda
El motor Unreal Engine 3,http://lapinatafrikie.blogspot.com/2008/10/el-motor-unreal-engine-3.html,2008,10-30,21:34,@Pemtano,#LPF #Consolas #Miscelanea
AC/DC en ASCII,http://lapinatafrikie.blogspot.com/2008/10/acdc-en-ascii.html,2008,10-29,22:54,@dmaeztu,#LPF #Arte #Musica #Tecnología #youtube
Mentes Brillantes,http://lapinatafrikie.blogspot.com/2008/10/mentes-brillantes.html,2008,10-27,20:57,@ArkaitzCP,#LPF #Ciencia
"Bolt, lo nuevo de Disney",http://lapinatafrikie.blogspot.com/2008/10/bolt-lo-nuevo-de-disney.html,2008,10-27,00:32,@ArkaitzCP,#LPF #Películas #Trailers
El motor Source y Havok,http://lapinatafrikie.blogspot.com/2008/10/el-motor-source-y-havok.html,2008,10-26,13:17,@Pemtano,#LPF #Consolas #Miscelanea
Una araña gigante se come un pájaro,http://lapinatafrikie.blogspot.com/2008/10/una-araa-gigante-se-come-un-pjaro.html,2008,10-25,23:51,@ArkaitzCP,#LPF #Ciencia #Non-Frikies #noticias
Yo estuve allí y lo ví,http://lapinatafrikie.blogspot.com/2008/10/yo-estuve-all-y-lo-v.html,2008,10-25,20:38,@dmaeztu,#LPF #blogger
"Superhero Movie, trailer",http://lapinatafrikie.blogspot.com/2008/10/superhero-movie-trailer.html,2008,10-25,16:21,@ArkaitzCP,#LPF #Trailers
El motor M.U.G.E.N.,http://lapinatafrikie.blogspot.com/2008/10/el-motor-mugen.html,2008,10-25,12:40,@Pemtano,#LPF #Consolas #Miscelanea
VHS y Spectrum,http://lapinatafrikie.blogspot.com/2008/10/vhs-y-spectrum.html,2008,10-24,21:58,@HerceJaime,#LPF #Videoscuriosos #youtube
A Bra'tac le mola... El Juego del Ángel,http://lapinatafrikie.blogspot.com/2008/10/bratac-le-mola-el-juego-del-angel.html,2008,10-22,18:37,@ArkaitzCP,#LPF #ABra'taclemola #Literatura
Antiguas entradas: Veneno Película Vs Veneno Comic,http://lapinatafrikie.blogspot.com/2008/10/antiguas-entradas-veneno-pel.html,2008,10-22,11:59,@dmaeztu,#LPF #Comics #Películas
Internet da de qué hablar gracias a sus videos,http://lapinatafrikie.blogspot.com/2008/10/internet-da-de-qu-hablar-gracias-sus.html,2008,10-21,22:39,@dmaeztu,#LPF #Publicidad #Videoscuriosos #youtube
A Bra'tac le mola... The Big Bang Theory,http://lapinatafrikie.blogspot.com/2008/10/bratac-le-mola-big-bang-theory.html,2008,10-21,14:44,@ArkaitzCP,#LPF #ABra'taclemola #Ciencia #frikies #series
Drumline,http://lapinatafrikie.blogspot.com/2008/10/drumline.html,2008,10-20,22:15,@HerceJaime,#LPF #JimoOoRecomienda
"Las dos torres, los apendices II",http://lapinatafrikie.blogspot.com/2008/10/las-dos-torres-los-apendices-ii.html,2008,10-19,21:35,@Pemtano,#LPF #ST:Tolkien
El comienzo del mundo segun Tolkien,http://lapinatafrikie.blogspot.com/2008/10/el-comienzo-del-mundo-segun-tolkien.html,2008,10-19,17:16,@dmaeztu,#LPF #Fantasía-épica #Literatura #ST:Tolkien
"Las dos torres, los apendices I",http://lapinatafrikie.blogspot.com/2008/10/las-dos-torres-los-apendices-i.html,2008,10-19,03:28,@Pemtano,#LPF #ST:Tolkien
"Blind Guardian, todos unos fans de JRRT",http://lapinatafrikie.blogspot.com/2008/10/blind-guardian-todos-unos-fans-de-jrrt.html,2008,10-17,16:55,@ArkaitzCP,#LPF #Literatura #Musica #ST:Tolkien
"John Howe y Allan Lee, ilustradores de Tolkien",http://lapinatafrikie.blogspot.com/2008/10/john-howe-y-allan-lee-ilustradores-de.html,2008,10-17,13:46,@HerceJaime,#LPF #ST:Tolkien
Criaturas contrapuestas: Maiar Vs Balrogs,http://lapinatafrikie.blogspot.com/2008/10/criaturas-contrapuestas-maiar-vs.html,2008,10-17,10:13,@dmaeztu,#LPF #Fantasía-épica #ST:Tolkien
Del Nacimiento de los Enanos,http://lapinatafrikie.blogspot.com/2008/10/del-nacimiento-de-los-enanos.html,2008,10-16,19:40,@HerceJaime,#LPF #ST:Tolkien
"El retorno del Rey, los apendices II",http://lapinatafrikie.blogspot.com/2008/10/el-retorno-del-rey-los-apendices-ii.html,2008,10-15,23:48,@Pemtano,#LPF #ST:Tolkien
Descubre a... J. R. R. Tolkien,http://lapinatafrikie.blogspot.com/2008/10/descubre-j-r-r-tolkien.html,2008,10-15,15:16,@ArkaitzCP,#LPF #Descubrea #Fantasía-épica #Literatura #ST:Tolkien
Los Hijos de Húrin,http://lapinatafrikie.blogspot.com/2008/10/los-hijos-de-hrin.html,2008,10-15,13:48,@HerceJaime,#LPF #JimoOoRecomienda #ST:Tolkien
"El retorno del Rey, los apendices I",http://lapinatafrikie.blogspot.com/2008/10/el-retorno-del-rey-los-apendices.html,2008,10-14,14:12,@Pemtano,#LPF #ST:Tolkien
El cuento del Sol y la Luna,http://lapinatafrikie.blogspot.com/2008/10/el-cuento-del-sol-y-la-luna.html,2008,10-13,15:27,@dmaeztu,#LPF #Fantasía-épica #Literatura #ST:Tolkien
Semana temática: Tolkien,http://lapinatafrikie.blogspot.com/2008/10/semana-temtica-tolkien.html,2008,10-13,00:02,@dmaeztu,#LPF #Fantasía-épica #ST:Tolkien
"Al teclado, ni gota de alcohol",http://lapinatafrikie.blogspot.com/2008/10/al-teclado-ni-gota-de-alcohol.html,2008,10-10,20:10,@dmaeztu,#LPF #Tecnología
The Rocky Horror Picture Show,http://lapinatafrikie.blogspot.com/2008/10/rocky-horro-picture-show.html,2008,10-09,20:08,@ArkaitzCP,#LPF #Musica #Nostalgia #Películas
Retorno a la infancia:  Alex Kidd,http://lapinatafrikie.blogspot.com/2008/10/retorno-la-infancia-alex-kidd.html,2008,10-08,22:00,@HerceJaime,#LPF #Nostalgia #Videojuegos
